ons_id,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,declaration_time,mp_firstname,mp_surname,mp_gender,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,brexit,green,snp,pc,dup,sf,sdlp,uup,alliance,all_other_candidates,of_which_other_winner
E14000552,E12000006,Bedford,Bedfordshire,East,England,Borough,13/12/2019 03:49,Mohammad,Yasin,Male,Lab hold,Lab,Con,71581,47301,140,145,20346,20491,4608,896,960,0,0,0,0,0,0,0,0,0
N06000001,N92000002,Belfast East,Northern Ireland,Northern Ireland,Northern Ireland,Borough,13/12/2019 03:08,Gavin,Robinson,Male,DUP hold,DUP,Alliance,66245,42445,169,1819,0,0,0,0,0,0,0,20874,0,0,2516,19055,0,0
N06000002,N92000002,Belfast North,Northern Ireland,Northern Ireland,Northern Ireland,Borough,13/12/2019 02:57,John,Finucane,Male,SF gain from DUP,SF,DUP,72225,49037,388,1943,0,0,0,0,0,0,0,21135,23078,0,0,4824,0,0
N06000003,N92000002,Belfast South,Northern Ireland,Northern Ireland,Northern Ireland,Borough,13/12/2019 03:43,Claire,Hanna,Female,SDLP gain from DUP,SDLP,DUP,69984,47352,172,15401,0,0,0,0,0,0,0,11678,0,27079,1259,6786,550,0
N06000004,N92000002,Belfast West,Northern Ireland,Northern Ireland,Northern Ireland,Borough,13/12/2019 02:50,Paul,Maskey,Male,SF hold,SF,PBPA,65644,38782,206,14672,0,0,0,0,0,0,0,5220,20866,2985,0,1882,7829,0
E14000553,E12000007,Bermondsey and Old Southwark,London,London,England,Borough,13/12/2019 04:03,Neil,Coyle,Male,Lab hold,Lab,LD,93248,58615,276,16126,9678,31723,15597,1617,0,0,0,0,0,0,0,0,0,0
S14000008,S92000003,"Berwickshire, Roxburgh and Selkirk",Scotland,Scotland,Scotland,County,13/12/2019 03:40,John,Lamont,Male,Con hold,Con,SNP,74518,53146,170,5148,25747,2513,4287,0,0,20599,0,0,0,0,0,0,0,0
E14000554,E12000001,Berwick-Upon-Tweed,Northumberland,North East,England,County,13/12/2019 03:41,Anne-Marie,Trevelyan,Female,Con hold,Con,Lab,59939,42109,178,14835,23947,9112,7656,0,1394,0,0,0,0,0,0,0,0,0
E14000555,E12000007,Bethnal Green and Bow,London,London,England,Borough,13/12/2019 04:26,Rushanara,Ali,Female,Lab hold,Lab,Con,88262,60562,240,37524,6528,44052,5892,1081,2570,0,0,0,0,0,0,0,439,0
E14000556,E12000003,Beverley and Holderness,Humberside,Yorkshire and The Humber,England,County,13/12/2019 02:27,Graham,Stuart,Male,Con hold,Con,Lab,79696,53542,248,20448,33250,12802,4671,0,1378,0,0,0,0,0,0,0,1441,0
E14000557,E12000008,Bexhill and Battle,East Sussex,South East,England,County,13/12/2019 03:42,Huw,Merriman,Male,Con hold,Con,Lab,81963,59093,352,26059,37590,11531,7280,0,2692,0,0,0,0,0,0,0,0,0
E14000558,E12000007,Bexleyheath and Crayford,London,London,England,Borough,13/12/2019 03:44,David,Evennett,Male,Con hold,Con,Lab,65466,43246,167,13103,25856,12753,2819,0,1298,0,0,0,0,0,0,0,520,0
E14000559,E12000002,Birkenhead,Merseyside,North West,England,Borough,13/12/2019 02:04,Mick,Whitley,Male,Lab hold,Lab,Birkenhead Social Justice Party,63762,42329,73,17705,5540,24990,1620,1489,1405,0,0,0,0,0,0,0,7285,0
E14000560,E12000005,"Birmingham, Edgbaston",West Midlands,West Midlands,England,Borough,13/12/2019 03:47,Preet Kaur,Gill,Female,Lab hold,Lab,Con,68828,42328,149,5614,15603,21217,3349,1047,1112,0,0,0,0,0,0,0,0,0
E14000561,E12000005,"Birmingham, Erdington",West Midlands,West Midlands,England,Borough,13/12/2019 03:30,Jack,Dromey,Male,Lab hold,Lab,Con,66148,35229,92,3601,14119,17720,1301,1441,648,0,0,0,0,0,0,0,0,0
E14000562,E12000005,"Birmingham, Hall Green",West Midlands,West Midlands,England,Borough,13/12/2019 04:27,Tahir,Ali,Male,Lab hold,Lab,Con,80283,52911,180,28508,7381,35889,3673,877,818,0,0,0,0,0,0,0,4273,0
E14000563,E12000005,"Birmingham, Hodge Hill",West Midlands,West Midlands,England,Borough,13/12/2019 04:00,Liam,Byrne,Male,Lab hold,Lab,Con,78295,45003,131,28655,6742,35397,760,1519,328,0,0,0,0,0,0,0,257,0
E14000564,E12000005,"Birmingham, Ladywood",West Midlands,West Midlands,England,Borough,13/12/2019 03:34,Shabana,Mahmood,Female,Lab hold,Lab,Con,74912,42118,153,28582,4773,33355,2228,831,931,0,0,0,0,0,0,0,0,0
E14000565,E12000005,"Birmingham, Northfield",West Midlands,West Midlands,England,Borough,13/12/2019 04:07,Gary,Sambrook,Male,Con gain from Lab,Con,Lab,73694,43098,140,1640,19957,18317,1961,1655,954,0,0,0,0,0,0,0,254,0
E14000566,E12000005,"Birmingham, Perry Barr",West Midlands,West Midlands,England,Borough,13/12/2019 03:53,Khalid,Mahmood,Male,Lab hold,Lab,Con,72006,42147,115,15317,11277,26594,1901,1382,845,0,0,0,0,0,0,0,148,0
E14000567,E12000005,"Birmingham, Selly Oak",West Midlands,West Midlands,England,Borough,13/12/2019 03:20,Stephen,McCabe,Male,Lab hold,Lab,Con,82665,49467,160,12414,15300,27714,3169,1436,1848,0,0,0,0,0,0,0,0,0
E14000568,E12000005,"Birmingham, Yardley",West Midlands,West Midlands,England,Borough,13/12/2019 04:19,Jess,Phillips,Female,Lab hold,Lab,Con,74704,42678,107,10659,12720,23379,3754,2246,579,0,0,0,0,0,0,0,0,0
E14000569,E12000001,Bishop Auckland,Durham,North East,England,County,13/12/2019 02:48,Dehenna,Davison,Female,Con gain from Lab,Con,Lab,68170,44805,131,7962,24067,16105,2133,2500,0,0,0,0,0,0,0,0,0,0
E14000570,E12000002,Blackburn,Lancashire,North West,England,Borough,13/12/2019 02:25,Kate,Hollern,Female,Lab hold,Lab,Con,71234,44736,109,18304,10736,29040,1130,2770,741,0,0,0,0,0,0,0,319,0
E14000571,E12000002,Blackley and Broughton,Greater Manchester,North West,England,Borough,13/12/2019 04:25,Graham,Stringer,Male,Lab hold,Lab,Con,73372,38618,142,14402,9485,23887,1590,2736,920,0,0,0,0,0,0,0,0,0
E14000572,E12000002,Blackpool North and Cleveleys,Lancashire,North West,England,Borough,13/12/2019 02:42,Paul,Maynard,Male,Con hold,Con,Lab,63692,38804,130,8596,22364,13768,1494,0,735,0,0,0,0,0,0,0,443,0
E14000573,E12000002,Blackpool South,Lancashire,North West,England,Borough,13/12/2019 02:33,Scott,Benton,Male,Con gain from Lab,Con,Lab,57690,32752,86,3690,16247,12557,1008,2009,563,0,0,0,0,0,0,0,368,0
W07000072,W92000004,Blaenau Gwent,Gwent and Mid Glamorgan,Wales,Wales,County,13/12/2019 03:51,Nick,Smith,Male,Lab hold,Lab,Brexit,50739,30219,84,8647,5749,14862,1285,6215,386,0,1722,0,0,0,0,0,0,0
E14000574,E12000001,Blaydon,Tyne and Wear,North East,England,Borough,13/12/2019 02:17,Liz,Twist,Female,Lab hold,Lab,Con,67853,45681,121,5531,14263,19794,3703,5833,1279,0,0,0,0,0,0,0,809,0
E14000575,E12000001,Blyth Valley,Northumberland,North East,England,Borough,12/12/2019 23:32,Ian,Levy,Male,Con gain from Lab,Con,Lab,64429,40859,94,712,17440,16728,2151,3394,1146,0,0,0,0,0,0,0,0,0
E14000576,E12000008,Bognor Regis and Littlehampton,West Sussex,South East,England,County,13/12/2019 04:42,Nick,Gibb,Male,Con hold,Con,Lab,77446,51223,208,22503,32521,10018,5645,0,1826,0,0,0,0,0,0,0,1213,0
E14000577,E12000004,Bolsover,Derbyshire,East Midlands,England,County,13/12/2019 05:05,Mark,Fletcher,Male,Con gain from Lab,Con,Lab,74292,45938,151,5299,21791,16492,1759,4151,758,0,0,0,0,0,0,0,987,0
E14000578,E12000002,Bolton North East,Greater Manchester,North West,England,Borough,13/12/2019 03:22,Mark,Logan,Male,Con gain from Lab,Con,Lab,67564,43556,112,378,19759,19381,1847,1880,689,0,0,0,0,0,0,0,0,0
E14000579,E12000002,Bolton South East,Greater Manchester,North West,England,Borough,13/12/2019 02:50,Yasmin,Qureshi,Female,Lab hold,Lab,Con,69163,40604,111,7598,13918,21516,1411,2968,791,0,0,0,0,0,0,0,0,0
E14000580,E12000002,Bolton West,Greater Manchester,North West,England,County,13/12/2019 02:34,Chris,Green,Male,Con hold,Con,Lab,73191,49298,163,8855,27255,18400,2704,0,939,0,0,0,0,0,0,0,0,0
E14000581,E12000002,Bootle,Merseyside,North West,England,Borough,13/12/2019 02:08,Peter,Dowd,Male,Lab hold,Lab,Con,74832,49174,149,34556,4510,39066,1822,2610,1166,0,0,0,0,0,0,0,0,0
E14000582,E12000004,Boston and Skegness,Lincolnshire,East Midlands,England,County,13/12/2019 04:47,Matt,Warman,Male,Con hold,Con,Lab,69381,41696,175,25621,31963,6342,1963,0,0,0,0,0,0,0,0,0,1428,0
E14000583,E12000004,Bosworth,Leicestershire,East Midlands,England,County,13/12/2019 02:52,Luke,Evans,Male,Con hold,Con,Lab,81542,56432,234,26278,36056,9778,9096,0,1502,0,0,0,0,0,0,0,0,0
E14000584,E12000009,Bournemouth East,Dorset,South West,England,Borough,13/12/2019 05:03,Tobias,Ellwood,Male,Con hold,Con,Lab,74125,49274,188,8806,24926,16120,5418,0,2049,0,0,0,0,0,0,0,761,0
E14000585,E12000009,Bournemouth West,Dorset,South West,England,Borough,13/12/2019 04:56,Conor,Burns,Male,Con hold,Con,Lab,74205,45977,211,10150,24550,14400,4931,0,2096,0,0,0,0,0,0,0,0,0
E14000586,E12000008,Bracknell,Berkshire,South East,England,County,13/12/2019 01:53,James,Sunderland,Male,Con hold,Con,Lab,78978,54350,212,19829,31894,12065,7749,0,2089,0,0,0,0,0,0,0,553,0
E14000587,E12000003,Bradford East,West Yorkshire,Yorkshire and The Humber,England,Borough,13/12/2019 04:47,Imran,Hussain,Male,Lab hold,Lab,Con,73206,44184,91,18144,9681,27825,3316,2700,662,0,0,0,0,0,0,0,0,0
E14000588,E12000003,Bradford South,West Yorkshire,Yorkshire and The Humber,England,Borough,13/12/2019 05:01,Judith,Cummins,Female,Lab hold,Lab,Con,69046,39741,87,2346,16044,18390,1505,2819,983,0,0,0,0,0,0,0,0,0
E14000589,E12000003,Bradford West,West Yorkshire,Yorkshire and The Humber,England,Borough,13/12/2019 04:27,Naz,Shah,Female,Lab hold,Lab,Con,70694,44261,134,27019,6717,33736,1349,1556,813,0,0,0,0,0,0,0,90,0
E14000590,E12000006,Braintree,Essex,East,England,County,13/12/2019 03:12,James,Cleverly,Male,Con hold,Con,Lab,75208,50499,258,24673,34112,9439,4779,0,0,0,0,0,0,0,0,0,2169,0
W07000068,W92000004,Brecon and Radnorshire,Powys,Wales,Wales,County,13/12/2019 03:40,Fay,Jones,Female,Con hold,Con,LD,55490,41319,110,7131,21958,3944,14827,0,0,0,0,0,0,0,0,0,590,0
E14000591,E12000007,Brent Central,London,London,England,Borough,13/12/2019 03:37,Dawn,Butler,Female,Lab hold,Lab,Con,84032,49132,224,20870,10909,31779,4844,0,1600,0,0,0,0,0,0,0,0,0
E14000593,E12000007,Brentford and Isleworth,London,London,England,Borough,13/12/2019 04:22,Ruth,Cadbury,Female,Lab hold,Lab,Con,85775,58326,145,10514,18752,29266,7314,1165,1829,0,0,0,0,0,0,0,0,0
E14000592,E12000007,Brent North,London,London,England,Borough,13/12/2019 03:36,Barry,Gardiner,Male,Lab hold,Lab,Con,83788,51879,199,8079,18832,26911,4065,951,850,0,0,0,0,0,0,0,270,0
E14000594,E12000006,Brentwood and Ongar,Essex,East,England,County,13/12/2019 03:11,Alex,Burghart,Male,Con hold,Con,Lab,75255,52949,238,29065,36308,7243,7187,0,1679,0,0,0,0,0,0,0,532,0
W07000073,W92000004,Bridgend,Gwent and Mid Glamorgan,Wales,Wales,County,13/12/2019 03:07,Jamie,Wallis,Male,Con gain from Lab,Con,Lab,63303,42236,101,1157,18193,17036,2368,1811,815,0,2013,0,0,0,0,0,0,0
E14000595,E12000009,Bridgwater and West Somerset,Somerset,South West,England,County,13/12/2019 04:37,Ian,Liddell-Grainger,Male,Con hold,Con,Lab,85327,57652,279,24439,35827,11388,7805,0,1877,0,0,0,0,0,0,0,755,0
E14000596,E12000003,Brigg and Goole,Humberside,Yorkshire and The Humber,England,County,13/12/2019 04:04,Andrew,Percy,Male,Con hold,Con,Lab,65939,43402,178,21941,30941,9000,2180,0,1281,0,0,0,0,0,0,0,0,0
E14000597,E12000008,"Brighton, Kemptown",East Sussex,South East,England,Borough,13/12/2019 03:44,Lloyd,Russell-Moyle,Male,Lab hold,Lab,Con,69833,48533,140,8061,16972,25033,2964,1327,2237,0,0,0,0,0,0,0,0,0
E14000598,E12000008,"Brighton, Pavilion",East Sussex,South East,England,Borough,13/12/2019 04:21,Caroline,Lucas,Female,Green hold,Green,Lab,79057,57998,158,19940,10176,13211,0,770,33151,0,0,0,0,0,0,0,690,0
E14000599,E12000009,Bristol East,Avon,South West,England,Borough,13/12/2019 03:34,Kerry,McCarthy,Female,Lab hold,Lab,Con,73867,52154,157,10794,16923,27717,3527,1881,2106,0,0,0,0,0,0,0,0,0
E14000600,E12000009,Bristol North West,Avon,South West,England,Borough,13/12/2019 03:24,Darren,Jones,Male,Lab hold,Lab,Con,76273,55885,169,5692,21638,27330,4940,0,1977,0,0,0,0,0,0,0,0,0
E14000601,E12000009,Bristol South,Avon,South West,England,Borough,13/12/2019 03:30,Karin,Smyth,Female,Lab hold,Lab,Con,84079,55196,181,9859,18036,27895,4227,2325,2713,0,0,0,0,0,0,0,0,0
E14000602,E12000009,Bristol West,Avon,South West,England,Borough,13/12/2019 03:52,Thangam,Debbonaire,Female,Lab hold,Lab,Green,99253,75528,355,28219,8822,47028,0,869,18809,0,0,0,0,0,0,0,0,0
E14000603,E12000006,Broadland,Norfolk,East,England,County,13/12/2019 05:06,Jerome,Mayhew,Male,Con hold,Con,Lab,78151,56977,197,21861,33934,12073,9195,0,1412,0,0,0,0,0,0,0,363,0
E14000604,E12000007,Bromley and Chislehurst,London,London,England,Borough,13/12/2019 04:07,Robert,Neill,Male,Con hold,Con,Lab,66697,45566,201,10891,23958,13067,6621,0,1546,0,0,0,0,0,0,0,374,0
E14000605,E12000005,Bromsgrove,Hereford and Worcester,West Midlands,England,County,13/12/2019 03:08,Sajid,Javid,Male,Con hold,Con,Lab,75078,54272,260,23106,34408,11302,6779,0,1783,0,0,0,0,0,0,0,0,0
E14000606,E12000006,Broxbourne,Hertfordshire,East,England,Borough,13/12/2019 01:15,Charles,Walker,Male,Con hold,Con,Lab,73182,46706,214,19807,30631,10824,3970,0,1281,0,0,0,0,0,0,0,0,0
E14000607,E12000004,Broxtowe,Nottinghamshire,East Midlands,England,County,13/12/2019 03:37,Darren,Henry,Male,Con hold,Con,Lab,73052,55272,173,5331,26602,21271,0,0,1806,0,0,0,0,0,0,0,5593,0
E14000608,E12000008,Buckingham,Buckinghamshire,South East,England,County,13/12/2019 05:42,Greg,Smith,Male,Con gain from Spk,Con,LD,83146,63458,241,20411,37035,7638,16624,1286,0,0,0,0,0,0,0,0,875,0
E14000609,E12000002,Burnley,Lancashire,North West,England,Borough,13/12/2019 02:45,Antony,Higginbotham,Male,Con gain from Lab,Con,Lab,64345,38984,91,1352,15720,14368,3501,3362,739,0,0,0,0,0,0,0,1294,0
E14000610,E12000005,Burton,Staffordshire,West Midlands,England,County,13/12/2019 03:14,Kate,Griffiths,Female,Con hold,Con,Lab,75036,48738,212,14496,29560,15064,2681,0,1433,0,0,0,0,0,0,0,0,0
E14000611,E12000002,Bury North,Greater Manchester,North West,England,Borough,13/12/2019 05:25,James,Daly,Male,Con gain from Lab,Con,Lab,68802,46841,111,105,21660,21555,1584,1240,802,0,0,0,0,0,0,0,0,0
E14000612,E12000002,Bury South,Greater Manchester,North West,England,Borough,13/12/2019 03:43,Christian,Wakeford,Male,Con gain from Lab,Con,Lab,75152,50274,103,402,22034,21632,2315,1672,848,0,0,0,0,0,0,0,1773,0
E14000613,E12000006,Bury St Edmunds,Suffolk,East,England,County,13/12/2019 03:31,Jo,Churchill,Female,Con hold,Con,Lab,89644,61957,288,24988,37770,12782,0,0,9711,0,0,0,0,0,0,0,1694,0
W07000076,W92000004,Caerphilly,Gwent and Mid Glamorgan,Wales,Wales,County,13/12/2019 01:42,Wayne,David,Male,Lab hold,Lab,Con,63166,40117,160,6833,11185,18018,0,4490,0,0,6424,0,0,0,0,0,0,0
S14000009,S92000003,"Caithness, Sutherland and Easter Ross",Scotland,Scotland,Scotland,County,13/12/2019 05:25,Jamie,Stone,Male,LD hold,LD,SNP,46930,31457,61,204,5176,1936,11705,1139,0,11501,0,0,0,0,0,0,0,0
E14000614,E12000003,Calder Valley,West Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 04:46,Craig,Whittaker,Male,Con hold,Con,Lab,79287,57793,273,5774,29981,24207,2884,0,0,0,0,0,0,0,0,0,721,0
E14000615,E12000007,Camberwell and Peckham,London,London,England,Borough,13/12/2019 03:56,Harriet,Harman,Female,Lab hold,Lab,Con,88971,56492,246,33780,6478,40258,5087,1041,3501,0,0,0,0,0,0,0,127,0
E14000616,E12000009,Camborne and Redruth,Cornwall,South West,England,County,13/12/2019 03:03,George,Eustice,Male,Con hold,Con,Lab,70250,50367,175,8700,26764,18064,3504,0,1359,0,0,0,0,0,0,0,676,0
E14000617,E12000006,Cambridge,Cambridgeshire,East,England,Borough,13/12/2019 04:09,Daniel,Zeichner,Male,Lab hold,Lab,LD,79951,53729,162,9639,8342,25776,16137,1041,2164,0,0,0,0,0,0,0,269,0
E14000618,E12000005,Cannock Chase,Staffordshire,West Midlands,England,County,13/12/2019 02:19,Amanda,Milling,Female,Con hold,Con,Lab,74813,46313,226,19879,31636,11757,0,0,2920,0,0,0,0,0,0,0,0,0
E14000619,E12000008,Canterbury,Kent,South East,England,County,13/12/2019 02:34,Rosemary,Duffield,Female,Lab hold,Lab,Con,80203,60113,240,1836,27182,29018,3408,0,0,0,0,0,0,0,0,0,505,0
W07000050,W92000004,Cardiff Central,South Glamorgan,Wales,Wales,Borough,13/12/2019 03:48,Jo,Stevens,Female,Lab hold,Lab,Con,64037,41822,204,17179,8426,25605,6298,1006,0,0,0,0,0,0,0,0,487,0
W07000051,W92000004,Cardiff North,South Glamorgan,Wales,Wales,Borough,13/12/2019 04:17,Anna,McMorrin,Female,Lab hold,Lab,Con,68438,52666,111,6982,19082,26064,3580,1311,820,0,1606,0,0,0,0,0,203,0
W07000080,W92000004,Cardiff South and Penarth,South Glamorgan,Wales,Wales,Borough,13/12/2019 03:41,Stephen,Doughty,Male,Lab hold,Lab,Con,78837,50579,160,12737,14645,27382,2985,1999,1182,0,2386,0,0,0,0,0,0,0
W07000079,W92000004,Cardiff West,South Glamorgan,Wales,Wales,Borough,13/12/2019 04:35,Kevin,Brennan,Male,Lab hold,Lab,Con,68508,46177,144,10986,12922,23908,2731,1619,1133,0,3864,0,0,0,0,0,0,0
E14000620,E12000002,Carlisle,Cumbria,North West,England,County,13/12/2019 02:09,John,Stevenson,Male,Con hold,Con,Lab,65105,42873,195,8319,23659,15340,2829,0,0,0,0,0,0,0,0,0,1045,0
W07000067,W92000004,Carmarthen East and Dinefwr,Dyfed,Wales,Wales,County,13/12/2019 03:02,Jonathan,Edwards,Male,PC hold,PC,Con,57419,41002,145,1809,14130,8622,0,2311,0,0,15939,0,0,0,0,0,0,0
W07000066,W92000004,Carmarthen West and South Pembrokeshire,Dyfed,Wales,Wales,County,13/12/2019 04:21,Simon,Hart,Male,Con hold,Con,Lab,59158,42114,146,7745,22183,14438,1860,0,0,0,3633,0,0,0,0,0,0,0
E14000621,E12000007,Carshalton and Wallington,London,London,England,Borough,13/12/2019 05:23,Elliot,Colburn,Male,Con gain from LD,Con,LD,72941,49098,125,629,20822,6081,20193,1043,759,0,0,0,0,0,0,0,200,0
